Post_ID,Post_Title,Post_Content,Post_Author,Post_Author_Rank,Post_Date,Post_Category,Number_of_Comments,Post_URL
PTSD-964,Bed wetting after sexual assault,"This is quite embarrassing but just wondering if anyone else has been through it. I was sexually assaulted a year ago and almost immediately after began wetting the bed, I have never been a bed wetter not even in childhood so its very upsetting. It has gotten so frequent to the point that I've stopped staying at family and friends houses and have started to isolate myself. I haven't told my doctor or psychologist about it because I'm so embarrassed and feel like a freak. Has anyone else been through this and did you overcome it?",Missymoo93,Community Member,19-01-2018,PTSD and trauma,6,/t5/ptsd-and-trauma/bed-wetting-after-sexual-assault/td-p/377078
PTSD-965,Not sure if i can do this,"Hi, I'm new here and i guess with every emotion and thought im feeling , I know i cant do this alone. To be honest, Im not sure if i can do this at all. Opening myself up and feeling more vulnerable than what i already am is difficult. How do you let yourself go, knowing that its so open to anyone and then removing this ridiculous fear that comes with it? Fear is my killer along with anxiety. Trust is another and that too is a big issue for me. i guess being so broken has those affects. I'm here so that's a start.",Life3a,Community Member,26-04-2020,PTSD and trauma,176,/t5/ptsd-and-trauma/not-sure-if-i-can-do-this/td-p/441381
PTSD-966,unsure what to do,"I am numb - so numb when i want to cry I can't. I feel like I'm floating far in the ocean and no land in sight and it's really hard to put into words what my mind is seeing in pictures (especially out to the world). I will be 40 in july, expatriated from the U.S. and I love australia but it's not been good to me. I know that I have PTSD, wasn't diagnosed until I moved here in 2013 from my time in Iraq 5 years earlier. I'm pretty sure I actually have cPTSD. I've always been amazing at masking my issues or locking them away until covid19 - honestly, things have been crumbling apart a bit before christmastime this year, but really fell open when I was locked in my house. Mind you, covid19 doesn't 'scare' me, I am just doing my part to stay safe and those around me. It's being trapped inside that's the issue. Trapped inside with just my brain and it's thinking about all the things that have been traumatic in life, including things I'd had locked away or chose to forget. I feel like a fake though, almost, i had great parents that adopted me when I was 5 weeks old. i had friends, good family, all the good stuff. Then i remember the torture that school was, the physical, emotional and sexual abuse by fellow students. Inheriting abandoment issues from being adopted due to those around me making me feel that. Being physically abused and raped by a partner...losing my father at 22... joining the army and seeing war...the constant fear women have being women...constant sexual misbehavior by men in public... being constantly guilted and manipulated by a mother that can't let go at all. There is so much more, things i haven't told people, things that I have. during this covid time, my mother had a bad fall - she's 81- didn't break anything, but the guilt thrown at me made the last nerve I had break. now i'm lost. I cannot stop dwelling, wishing i had an emotion to release. CBT makes everything worse, I don't want to talk to my GP she'll try to send me back to the woman that wants to be my friend with CBT. Nurse at uni has me trying ACT but it's making it all worse. I take antidepressants for my fibromyalgia and beta blockers for my essential tremour and migraines. Maybe I need more medical intervention, I don't think I should feel this way on that medication. Maybe it's time to check in a hospital, but then I'll feel more fake because I sure don't have it that bad? I'm at a loss, my friends say do what will make me happy. that isn't helpful.",Veldelmar,Community Member,19-05-2020,PTSD and trauma,19,/t5/ptsd-and-trauma/unsure-what-to-do/td-p/437212
PTSD-967,Any advice?,"I’m a 14 yr old currently struggling through depression. Got my antidepressants doubled up by my psychiatrist, and feeling more tired and depressed lately. I am already aware that after increasing the dose, feeling worse is one of the symptoms. I’m really struggling and getting verbally abused, and experiencing domestic violence. I feel like I’m being tortured, experiencing excruciating pain (mentally and physically) and feel like I’ve been a bit traumatised from it. All I want is people to understand and be nice to me, but I’m not really getting that. I’m being put down a lot and occasionally having suicidal thoughts. Im also scared if my parents start to develop mental health issues because they are hitting rock bottom and are seeming to not cope. I really love my parents, and they love me and support me. They are the ones that seemed professional help and attention for me. Although when they are angry and stressed, they put it on me at times, which worsens my depression. Idk. have any tips or statements???",Random_person,Community Member,12-06-2020,PTSD and trauma,2,/t5/ptsd-and-trauma/any-advice/td-p/481596
PTSD-968,Recent break up and partner's trauma,"Hi all. First time here. Everyone seems lovely. I recently experienced my first break up. My ex also disclosed his childhood trauma I never knew about. I'm devastated for him. We were best friends for years and became a couple 7 months ago. Everything was wonderful until COVID hit. We limited physical interaction since we don't live together, but spoke on the phone. One day he seemed distant. He told me that he was using isolation to go inward. He was stressed that he lost work (he's on Jopkeeper) and his share house fell apart. He assured me he loved me when asked if he was ok. He became physically affectionate again, though said it was tough time mentally. He then started avoiding intimacy. I put it down to stress, but I started taking it personally. He was negative, hinting the future was bleak. I told him that I was worried that I was making him uncomfortable when I hugged him. He said he didn't know ""how to tell me"". He enjoyed isolation, finally taking steps to heal his trauma. He told me he was sexually abused as a child. Facing his trauma, he has gone to a dark place. He told me he hates himself, breaking up with me, saying I need to expect better. He felt worried that he was going to become mean. I was shocked, as that's not the person I've known. I'm scared he fell out of love with me. He said he can't be physical with anyone at the moment and he can't associate sex with love. He says I'm important to him and he still wants to be my friend. I'm devastated we're not together. I have to accept his decision. He says he can't be a good partner without loving himself. I suspect he has PTSD? Reading about symptoms, a lot adds up. I'm wondering if COVID and associated stresses triggered? Is it possible for present stressful events to add up and create triggers of past trauma unexpectedly? Also, my first sexual experiences were with him. My comfort was his highest priority and he was VERY scared about hurting me. I believe this also triggered him. He told me he loved me too much to hurt me. He said he wasn't as stressed with previous sexual partners (they were experienced). He didn't mean that in an awful way, I just think he associated my vulnerability with himself as a child. Anybody experienced anything similar? The sudden disruption of intimacy and change in personality? I'm struggling badly. Everything was going so well for us and I'm struggling to put the pieces together. I also worry about him SO much.",Clover9312,Community Member,04-06-2020,PTSD and trauma,7,/t5/ptsd-and-trauma/recent-break-up-and-partner-s-trauma/td-p/474497
PTSD-969,CPTSD & difficult situations,"I have recently been diagnosed with CPTSD and am struggling with certain situations where I find myself having to restrain violent behavior. I was sexual assaulted by a gay man when I was 7 or 8 years old, later my mother came out as being lesbian, her partner worked as a parole officer and treated me like one of her paroles. In later years I became a Bouncer and that lead into a darker form of work collecting money owed for drugs. 10 - 15years of this and I was out but there are some scars that remain and I need advice. I am in a wonderful relationship with a lady and she is my one and only, the problem is that a friend of hers husband is an alcoholic and becomes abusive and belittling when drunk, he recently called me a derogatory name for a homosexual male and I became so enraged that all I could do was get up and walk away while in my head I wanted to hurt him so badly that he would never utter another word again. I have said to her that I can't associate with him anymore as I have a rule that I live by, ""you only get one chance with me, I don't give people another chance to insult me"". Am I being unreasonable? Do I need to let go? Or am I just protecting my self?",Sootyjr,Community Member,10-06-2020,PTSD and trauma,3,/t5/ptsd-and-trauma/cptsd-difficult-situations/td-p/479779
PTSD-970,Cant't Find A GF After Traumatic Experience at collage/school,"i was abused by teachers at my college and it forced me to leave and i never wanted to and now I've been alone since before i left alot were in relationships, i never got it i feel like i wont ever get one i was even told by teachers that im dumb and that i wont have any friends.",tom122727,Community Member,29-04-2020,PTSD and trauma,6,/t5/ptsd-and-trauma/cant-t-find-a-gf-after-traumatic-experience-at-collage-school/td-p/440101
PTSD-971,Trauma from death,"Monday night my dad died in my arms after a heart attack. It took so long for an ambulance to arrive, I tried getting him on the floor, he’s a big man and the bed was high and the space small but did it and tried compressions but no hope. Paramedics worked on him for 30mins. I can’t stop seeing his face on arrest. I can’t stop hearing his panic before and our panic begging for the ambulance to come. I can’t forgive myself for not saving him. I can’t forgive the GP for not seeing him when I called at noon and explained he wasn’t well. I can’t forgive myself for not taking him to ED. I can’t stand hearing placations about him being in a better place. I can’t take the sorrow of others when my head is in agony for not being able to do anything but scream for help. Today I thought about ending my life for the first time. I can’t face my husband, my kids, the family. I can’t unsee what I saw and they don’t understand what’s in my head.",Sunbury,Community Member,29-05-2020,PTSD and trauma,9,/t5/ptsd-and-trauma/trauma-from-death/td-p/454521
PTSD-972,An ‘insignificant’ trauma is causing me great pain 12 years on,"I am not even sure whether I should be posting this here as I am not sure it counts as ‘trauma - I feel my experience was so long ago and so ‘small’ that it does not belong. lately, I’ve been experiencing waves of sadness or panic as I think back to an experience 12 years ago when I was 12 years old. I was watching the show ‘Sex Education’ this evening and the show deals with assault in a way I have not seen on screen. The character does not think her experience is ‘serious’ or really enough’ to be an issue. I’m now crying, and so overwhelmed thinking of an experience when I was 12 years old and along in the city before sunrise. I always assumed my experience did not matter as I was not physically assaulted, but I experienced such extreme fear after being crowded by a group of older men who threatened me in graphic ways. I’m not sure how reasonable and rational it is that I still cry about this now, but it really seems to have stunted my sexual development and trust of men. I need some help to understand and move past this. I am so sorry if this is triggering for anyone.",Jayla,Community Member,26-05-2020,PTSD and trauma,12,/t5/ptsd-and-trauma/an-insignificant-trauma-is-causing-me-great-pain-12-years-on/td-p/448650
PTSD-973,Ptsd/abused,To try and cut a long story short I was abused by my uncle when I was 9 until I was 13. It’s taken a toll on my life in ways I can’t even begin to explain. I tried taking him to court but he walked free he had to many people to cover his tracks. After this I stopped talking to my whole family a short time after I lost my nan the last time I seen her she was on her death bed where she met my first child. It broke my heart and my nans last words to me was he’s a bastard talking about her son for everything that he’d put me and the family through. I’ve tried to move on with my life but everything I do I can never fully get past this. I later got married and had another two children. My marriage ended he is now in jail and I’m trying to move forward with my life with a new Man. He doesn’t have kids so he doesn’t fully understand. He doesn’t no all of my past because I feel like I can’t be open and honest with him because he just doesn’t understand I feel like it’s something he won’t listen to either. We have been on and off for two years. The last time I took him back he begged and pleeded and done everything he could to win me back. I went back three months down the track we are back where we started same old man who I feel like has no time for us or my kids who can’t put our relationship first for abit to try and sort us out. Our sex life has now gone from amazing to nothing he’s working 12plus hour days making no time at all for us. I’m crumbling to pieces and I just wanna cry and run away but my kids need me and I wanna work my relationship out but everything I do seems to make it worse. I don’t no how to move forward and be my old happy self again. I’m so broken.,Jayjay4,Community Member,04-06-2020,PTSD and trauma,2,/t5/ptsd-and-trauma/ptsd-abused/td-p/474019
PTSD-974,Mental Health friendship disconnection,"Hi, I’m just wondering what coping strategies others have used to maintain friendships when struggling with complex mental health? Just like many others on this site, I’ve experienced & been diagnosed with complex grief, ptsd & sever depression. The past decade has been a downhill run of unfortunate & traumatic events where I’ve only been able to function to a basic capacity. Last year this fell apart & I was seriously mentally unwell & admitted to hospital. I had some amazing friends around me, but the toll of my recovery & their struggles to understand the complexity around trauma has strained our friendships greatly. I feel that anxiety & depression are easier for others to understand & the path to recovery can be more obvious. Trauma is so complex. Some of the trauma I’m trying to work through is surrounding my fathers self inflicted death & abandonment due to a number of factors. The simplest of things trigger my ptsd & to others it would appear like overanalysing a situation, but its so real and raw to me. I have a wonderful GP, psychologist, psychiatrist; but the social disconnection is incredibly difficult. Trust is so difficult for me, the expectations from others for me to let my guard down feels rushed & intrusive. I can’t seem to manage letting others in, building trust & protecting myself in a healthy & balanced way. I either shut myself off, or open up to others & trigger feelings of fear, paranoia and panic. I’ve been working on “small disclosures” as a way to bridge this path, but that doesn’t seem to be enough for others. This year, the emotional overwhelm of the previous 12months, pressure from those around me to progress faster in my recovery and a trigger; sent me spiralling into psychosis. My medical team were fantastic, but I was extremely paranoid of my relationships & I quite irrationally disconnected myself; hurting & confusing those closest to me. None seems willing to discuss the matter or accept any sort of apology. We all seem exhausted & broken from the past year; this carries so much guilt on my behalf. I can’t help but feel worthless and incapable of maintaining relationships. The desire to forge new friendships is non-existent. I know my recovery is hard for others to understand, but it’s hard to be the person managing this & working so hard to make the progress I need. Relationships used to be so easy for me, but now I feel completely socially inept now. Does anyone else feel this way? Apologies for the long post 🤦‍",Suesuesue,Community Member,03-06-2020,PTSD and trauma,1,/t5/ptsd-and-trauma/mental-health-friendship-disconnection/td-p/472816
PTSD-975,Back @ Work After COVID Iso + Intrusive thoughts,"Hi everyone, Newbie here & I thought I'd test the waters by making a first post to get things off my chest before I dive into the BB cafe or something else social. I'm 30, single & live at home. I do have a supportive network around me & I do realise that I am extremely lucky to be where I am. I do however have undiagnosed PTSD & severe anxiety. I battled with mental health as a teen & have had many successes & fails so far. Though in 2016, I witnessed the physical aftermath of my father's death in a light plane crash. After that, I did see & speak to a few professionals but mainly got by with the wonderful support of my family & sheer willpower using meditation as my main means of getting by. It has plagued me ever since (flashbacks, intrusive thoughts etc). It has crept into almost every aspect of my life & at times, I find myself physically shut down to the world - I make all my life choices based on how bad or good my anxiety & PTSD is. The big factors in my life are: I have severe anxiety driving at high speeds, driving generally & driving with people in the car, driving at night, when I'm in unfamiliar environments, speaking to relatively small groups & in moderately stressful situations. Flash forward to now, COVID has made my life a rollercoaster. At first, I was anxious about it. I am asthmatic & catch the flu easily. Then, I was oddly calm. I'd prepared for the worst in my mind & I knew I'd be able to accept anything that came my way because I'd done the mental work. Death could come swiftly. THEN, I was laid off work for over a month. It would be temporary but when I was told there was no more work, I didn't know for how long. I made huge steps to be productive at home & with my mental & physical health. I felt amazing for that period. Now that I am back at work, I feel incredibly underprepared. I miss those good feelings I had when I was on top of both of my mental & physical health. Things I had planned to do now feel too difficult to do & feel bad for it. I feel underproductive even though I am working hard on all the aspects of my life admin. Currently, I am struggling with the return of a *lovely* symptom PSTD/anxiety... intrusive thoughts. Some of which disturb me so greatly, I cry for hours & feel physically ill. I feel like a sick, twisted person for thinking some of these things but I know that I would never, ever act on any of them. Does anyone have any tips for alleviating them? Distraction can only do so much. Thanks guys. - MH x",mandatory.happiness,Community Member,31-05-2020,PTSD and trauma,7,/t5/ptsd-and-trauma/back-work-after-covid-iso-intrusive-thoughts/td-p/467752
PTSD-976,Mania,"I am stuck in a dangerous loop.. I can see myself but can't stop , I get so angry and over react, I can't seem to stop reliving my trauma",Frogy78,Community Member,30-05-2020,PTSD and trauma,2,/t5/ptsd-and-trauma/mania/td-p/467348
PTSD-977,My shrink says I dissociated and I think I might have PTSD.,"I think my past is affecting my present and that I might have PTSD. In my late teen years I had a friend in school who was terribly unwell and suicidal. In her distress she did many violent things to herself including multiple suicide attempts; I often went to school not knowing if she would be alive and spent a lot of my time trying to keep her around. In 2018 she died of suicide while in a psychiatric hospital. She was then brain dead for three weeks; it was a very prolonged and painful event. I didn't really have a relationship to her as an adult, so that time was the strangest limbo-grieving the past in the present; of finally being 'allowed' to grieve, I guess. I saw a good shrink, I graduated from a degree, I spent 2019 collecting myself. Fast forward to now. I went back to study post grad journalism, but soon dropped out. I was already unemployed when the pandemic hit, and I struggled to cope with the anxiety of the 24 hour newsreel alone in my house. I was vomiting from anxiety. Couldn't concentrate. I got a job at a supermarket shortly after the first restrictions and layoffs were announced. I was grateful but still anxious, as one of my housemates has early onset Parkinsons' disease, and I couldn't live with myself if I gave her corona. One evening, without realising what I was doing, I cut big chunks out of my hair. I had to go to the barber to get it fixed with a number one shave, at a time when it felt irresponsible even to go outside. So I moved back to the folks and felt better. A month later, I told my therapist about the hair cutting incident and they were immediately concerned. I couldn't understand why they were worried for me, since I was feeling better. They told me they think I dissociated while cutting my hair; they know me to be quite a conscientious, measured person, and it was out of character for me. Since then I've spent excessive time questioning my sanity and trying to think of other times I might have dissociated, and does this mean that what I thought was garden variety anxiety might actually be something else. I'm okay. But I'm a 25 year old woman, washed up living at my parents, working minimum wage, and don't really know what else I want to be doing. My bachelor degree is in creative writing. I don't know how I feel about writing. It used to be my passion and now I find it very hard to put myself out into the world. I think I'm too sensitive for journalism. I'm okay but lost. At least the world is adrift with me.",fyrefly,Community Member,08-05-2020,PTSD and trauma,8,/t5/ptsd-and-trauma/my-shrink-says-i-dissociated-and-i-think-i-might-have-ptsd/td-p/478183
PTSD-978,Anxiety post home invasion,"In march 2019 mine and my partners home was invaded whilst I was home alone. It happened at 2am, there was 4 men inside and I was on the phone to 000, my partner is defence and therefore was away for work (goes away very often). It took the police 25 minutes to arrive at my house although I live 5 minutes from the police station. I had a man walking up and down my hallway continuously whilst the rest of them destroyed our home. I was holding my door handle locked. They stole our car as they left. The police arrived 5 minutes later. They only caught one person responsible for the crime and he said to police that he was not sorry and that if they hadn't of known police were on the way they would have come for me next. He admitted to the police about them watching the house for a week prior. the police investigation is still in court and I still to this day do not know what they look like, however they know what I look like, they are also free to walk on the streets and we live in a small town so very easily I could pass by them. They entered the property by removing my side doors from the rollers, its also presumed it was the same people who came back about a month ago and broke in through our garage roller door however they fled when I opened the door to the garage yelling that I was on the phone to police and I was armed with a weapon. Since all of this I cannot sleep, whenever I am home alone and this is often. I recently spent an entire month sleeping on couches of friends whilst my partner worked away. I was offered 3 counselling sessions when the original break in happened. I accepted however the counsellor didn't at all seem interested and he left our sitting early and then did not show for our next, since then I feel although its hopeless to see a councillor. I have moved furniture around in the house, I have now got security cameras that record motion, I ensure all glass doors are locked and windows are closed with curtains also drawn. I take my handbag and keys to bed. I still cannot sleep, I find myself dozing however my heart continues to race and it feels like I can't swallow. we have tried to move house but the only houses available to us through defence are in the same suburb which is being hit with bad crime and they will not allow us to move elsewhere. I feel even more trapped and my partner is due to leave for another month very soon. pls someone help me.",sunflowergirl27,Community Member,28-05-2020,PTSD and trauma,4,/t5/ptsd-and-trauma/anxiety-post-home-invasion/td-p/454472
PTSD-979,Can’t help the ones I love most,"As a child I was sent to a family group home to finish grade 9 and 10 After waging school constantly . Whilst there I was molested for 12 months straight , every night . After leaving the home I never returned to mum and dads and Blame them for what happened . I’ve had very little to do with them for 35 years . No party’s no celebrations no picnics . I lived a Loners life and let very few people into my life . I can’t work because of ptsd and secondary major depressive disorder. Mum died 24 years ago . I had nothing to do with dad until the last 2 years . He came to my house more and more over the last ten years . For the last two years he has heart disease. I have been there for him taking him everywhere he had to go . Meals , washing , medication . It was costing me money . Twice a day for over 12 months I was there everyday . He had 4 falls in 12 months . This last time I told the hospital I can’t do it anymore . He is now in a home . Now it’s really effecting me . He has rang and asked why I put him there . I tried to tell him he needs 24 hr care and I just can’t do it . I have my 10 year old daughter who lives with me and a 14 year old who lives with her mum . I have spend no quality family time with them . We have missed out on life . This man I call dad is actually my great uncle only by defacto relationship.so I’m not even related , yet here I am . Doing all this for him while in lockdown . And yes I did come into contact with a positive covid case whilst getting his tablets from the chemist and had to isolate . He has a biological daughter and son but they have nothing to do with him . I feel so used . I have my own problems . I’ve just shut down . I won’t answer any phone calls ,i just want to walk away and leave him in the home like he done to me . I’m hurting so much . I feel the worst ive ever been . This is just a fraction of what I have done for him . Help",Stephens_son,Community Member,05-05-2020,PTSD and trauma,5,/t5/ptsd-and-trauma/can-t-help-the-ones-i-love-most/td-p/473006
PTSD-980,SUPRESSED CHILDHOOD TRAUMA?,"Hey, i don’t have a question but just reaching out. i have been struggling with depression(suicidal thoughts), anxiety(with panic attacks), an eating disorder(anorexia,bulimia), low self esteem with feelings of disgust, guilt, and greed, as well as mood swings, self harm and urges to escape/disappear/runaway. have recently been wondering if I have some sort of supressed childhood trauma as I struggle to find the source of much of this and remember having some of these thoughts from a very young age?? My family life is good and I cannot recall any traumatic instances however this may be due to memory blank? this may sound gross/weird although I have also had strange sexual desires regarding older men, incest, persons of authority (e.g.teachers), and rather violent rape from a questionably young age (11 is the earliest I remember), plus a few small slightly sexual actions as a kid (although this may be overthinking it). I also have a lot of trouble with my sense of self (often feel no connection to my name, feel as if I am staring at a stanger when looking at childhood photos, often feel a need to change who I am and select a persona of some sort), sometimes I also seem to almost leave my body/the world and feel as if I am viewing everything through a screen, also when I was younger I had moments where I seemed to not believe that I wasnt actually the child of my parents(photos prove I am), even thinking I was an alien at one point(I was a kid). Hope you can understand/relate/support without judgement. Dont worry, be happy - El",Ellie_,Community Member,11-01-2020,PTSD and trauma,5,/t5/ptsd-and-trauma/supressed-childhood-trauma/td-p/473512
PTSD-981,Sex and Chronic Pain!,Hi just wondering if there are any females who have different Chronic Pain Issues and have Trauma around sex who have no desire no want no need for it?! Im really Struggling as i have no desire but hubby just doesnt understand or care that much =(,Ramani,Community Member,24-05-2020,PTSD and trauma,4,/t5/ptsd-and-trauma/sex-and-chronic-pain/td-p/443652
PTSD-982,Emotional Abuse at home,"I’m a proud father of two kids and a wife of over 18 years. I love my family so much and would do anything for them. I’ve struggled with mental health my whole life, I feel like my childhood was shitty and I can’t pinpoint why no matter how hard I think. My dad was an alcoholic who gambled a lot and had lots of ups and downs but I still can’t say why I was so messed up as a kid. Me and my SO got together young and almost obsessed about eachother for years, I did have OCD so I guess I felt ok with that. Fast forward then we had our kids and suddenly my partner became even more important which made me scared to lose her, I would worry and obsess when she went out and worry she was going to cheat, I would accuse her of cheating with any male that was close to her including family and friends. My ocd would kick in and I became obsessed with it all and began to try to control it by reading her private phone and reading her messages and everything else. I then began to stop her from going out, having friends. If she was at home with me I had control. This has been going on for over 10 years. We’re almost about to break up. I am an emotional abuser... She is even scared to go to buy food without me. In trapping her in this toxic relationship for so long I have made her a prisoner. As much as she is a prisoner I am too. To my mental health. I know that this isn’t the real me but have been scared to get true help. In my heart I know she is a good person and I trust her but my ocd or mental health questions things that I should never. I want trust back, I want my life back, I want her to be proud of me and I want us both to be free, whatever it takes. I’m ready to change and looking for a mental health facility that can take me for a couple of weeks so I may begin to repair myself. I’d prefer the holistic approach as I am weary of drugs/antidepressants. Happy to hear any input, even if you want to tell me what an idiot I am, I deserve it. I have called her every thing under the sun and treated her so bad, now even my young son is picking up on the negativity. I want to change for my kids and her and myself too. Please share input, happy to answer questions whether you have done what I’ve done or even if you are abused and want to ask me what you can’t ask your partner who may be an abuser too.",Changeit1114,Community Member,18-05-2020,PTSD and trauma,6,/t5/ptsd-and-trauma/emotional-abuse-at-home/td-p/436263
PTSD-983,I just want to sleep,I'm struggling with sleep. I'm either awake all night or I'm in a light sleep with terrifying recuring dreams. I can't remember the last time I didn't wake up in a pool of sweat. The doctor's just want to stuff me with pills and I understand that's going to help me sleep but it turns me into a zombie the next day. The pills they gave me to stop the nightmares made it so much worse. It's also hard to trust my self around so many prescription pills after my previous suicide attempt. I have been looking into other remedies. I have just purchased an acupressure mat and a weighted blanket. They are suppose to be great relieving stress and anxiety and help you sleep. Has anyone used these with any positive results? Does anyone have any other non medicated remedies?,Renaexoxo,Community Member,13-05-2020,PTSD and trauma,3,/t5/ptsd-and-trauma/i-just-want-to-sleep/td-p/483786
PTSD-984, Undiagnosed PTSD ...,"Hi everyone I'm posting here because I've never really told anyone this before, but I think I might have undiagnosed PTSD. It all stems from a workplace I was briefly in 2yrs ago. I got there after 4yrs of studying to qualify for the job, but when I got there, the job was not as advertised. I only had 1hr of client contact per fortnight and was given tasks such as going out to buy toilet paper. I was surrounded by colleagues who constantly had a go at me about the fact that they were too busy. I started to feel depressed. Managers told me I was depressed because I had moved away from my friends. They therefore said I had no insight into my condition When my so called supervisor, who was in a different town and didn't provide me with a single session of supervision, found out that I have a bipolar diagnosis, he decided that months ago when we met I had been manic (which I wasn't). He hadn't thought to mention anything about this at the tim After that I was bullied, and treated like crap. I ended up in hospital 3 times in 4 months, including a suicide attempt. I was not allowed to do anything at work and was accused of multiple disciplinary failures which were fabricated by managers. I was banned from speaking to anyone at work and was told i was not allowed to meet coworkers for coffee outside of work. I was required to act as a receptionist making bookings for coworkers who did not keep their calendars updated and was then berated when I accidentally double booked people. When I left, I found out that the 'supervisor' had reported me to the board saying I had no insight into my condition. Despite my psychiatrist and GP and the boards own psychiatrist all agreeing that my issue was situational and I was fine to work, I still ended up with conditions being enforced that stopped me from working for 2 years. Since leaving that workplace, my mental health has been much better and I have not been back to hospital. I am now allowed to practice again and am just about to start what sounds like a dream job. However the anxiety that this situation might happen again is very high, and I feel like I can't talk to my new workplace about the situation because I found out in the last job that I cannot tell employers about my diagnosis. I still feel like crap every day because of the 2yrs I've just wasted and the injustice of what went on in that workplace, Sorry for the rant!",Tillysmum,Blue Voices Member,23-05-2020,PTSD and trauma,4,/t5/ptsd-and-trauma/undiagnosed-ptsd/td-p/443117
PTSD-985,Seeking a diagnosis for CPTSD (or complex trauma),"Hi there This is my first post, so I apologize if I somehow get this wrong. I think I may have CPTSD or complex trauma and I was wondering how one might go about getting a diagnosis (since its not in the DSM-V)? I know you shouldn't self diagnose, but nothing else seems to fit or feel right. I know symptomatically CPTSD is quite varied but I recently started reading Jonice Webb's book on childhood emotional neglect and Pete Walker's website on CPTSD and a lot of my wildly varied behaviours suddenly seem to make some sort of sense. I started down this path as my new psychologist started delving into my childhood and since then I've been doing a lot of reflecting and reading. I think I've spent most of my life using various coping mechanisms just to get by which might explain why I feel like I've spent my entire life floating or living day to day. Why I've said or done certain things that have hurt people close to me. I tried CBT with my first psychologist, but it all felt too superficial. Like using tape to cover the cracks instead of finding the source of the problem and putting in structural supports in. I also realised some months in that I had started to say what I thought she wanted to hear, because I was afraid of letting her down (I know, its a bit ironic). I'm grateful my new psychologist has decided to delve into my past, but I really want to hit the ground running this time instead of just skipping along the surface which is why I thought a diagnosis might help.",morethancake,Community Member,21-05-2020,PTSD and trauma,4,/t5/ptsd-and-trauma/seeking-a-diagnosis-for-cptsd-or-complex-trauma/td-p/441045
PTSD-986,"*Trigger Warning"" Being sexually harassed",I’m being sexually harassed he’s trying to force me into having sex when I clearly said no i don’t want he’s lucky I’m not under 18 because if I were I’d tell my child psychologist and she’d help protect me but I have people who care I have helplines forums the hospital’s professionals and my friends and family and my boyfriend but can any tell what me sexual harassment is,G12345,Community Member,16-05-2020,PTSD and trauma,4,/t5/ptsd-and-trauma/trigger-warning-quot-being-sexually-harassed/td-p/433137
PTSD-987,Bushfire trauma being bought up again,"So I know this may be hard for people as well, but I just need to talk. So christmas/new year, I was with my parents and brother at the holiday home in the Snowy Mountains. My dad said to leave my car at home in Sydney and we will all travel in one car. So we did, then the bushfires started, New Years Eve and New Years Day we were on emergency ember attack alert. Jan 2, after hearing that the fires were coming and knowing that my parents had to drive me over to canberra to pick up the CountryLink back to Sydney in a couple of days time, I made the decision to leave on. The last bus out. My parents and brother stayed behind. At the time, my parents were saying that it was like I was running scared, but I just had this feeling that they might not get back after taking me the 200kms one way to meet the train. So staying at a friends house for 2 days until my train back to Sydney, I was there while the firestorm hit the town, reports were coming in that places were lost, the town was surrounded by fire and everyone had been evaluated to the safest spot. I have never been so scared in my life. My parents were obviously traumatised by the incident, but I felt that they didn’t understand that I was deeply traumatised too. I felt so guilty for leaving. I should have stayed. all was fine until today when they said about regional travel again and my parents said that if safe we will go down for the longweekend next month. I haven’t been back since fleeing from the fires and now all that trauma of feeling guilty about leaving and being selfish that I left have just come back up and I just feel so down and can’t stop crying. I can see that I am still traumatised and still wish that I had stayed. Will the guilt of leaving my parents behind while I selfishly left cause I knew I had to go back to work ever go away?",PBelle,Community Member,19-05-2020,PTSD and trauma,1,/t5/ptsd-and-trauma/bushfire-trauma-being-bought-up-again/td-p/437158
PTSD-988,Have I created my own 'echo chamber'?,"Hi everyone I hope you're doing well today. I have talked with only 2 of my friends since deciding to get more tailored psychological help from a Specialist Trauma Psychologist. That's a lot more than I usually speak to friends in a week. Anyway they are a little bewildered, confused and are questioning whether the feedback from probably 6 psychologists and counsellors is a definite on a PSTD / C-PTSD diagnosis. In fact one psych said ""it's a no brainer really, it's more like how could you NOT have PTSD after such events""... My friends are more or less saying that they think I'm okay. One session will probably be all I need etc.. Regardless of what any friends think, I am still resolved to follow this path of psych support. I know it will be a long time getting such support and more probably. After reflecting on my friend's lives, and they have not been easy by any stretch... they have suffered their own quite severe traumas, I am wondering if I had just created my own 'echo chamber'? Meaning that now I only have friends who have experienced severe trauma themselves. ATM none of my friends are in counselling and most have never had any. I 'know' other people who may call me a 'friend' but I'll call them acquaintances as I have not leaned on them in tough times, or they with me much. I put distance between these people and myself. All of my close friends are quite closed off socially. They don't associate with each other. I talk very openly with these friends and they with me. I wonder whether part of my denial having PTSD and seeking further treatment has been because of my choice of friends to a certain degree? They think my behaviours are quite normal or 'to be expected' etc. I'm not blaming them at all. I love them dearly. I'm not sure what to think about it all... Any feedback is greatly appreciated. Thankyou EM",ecomama,Valued Contributor,15-05-2020,PTSD and trauma,6,/t5/ptsd-and-trauma/have-i-created-my-own-echo-chamber/td-p/432927
